번호,사업명,권역,연도,월,주차,수거일,지역1,지역2,환경,방법,종,개체수,채집기간,Index,실험개체수,Pool No.,양성 Pools,비고,확정,확정일자,입력일자,입력자(아이디),조사년도,조사월,조사주
1,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,고성군 현내면 명파리,기타,LED1,Culex pipiens,2,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
2,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,고성군 현내면 명파리,기타,LED1,Aedes vexans,7,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
3,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,고성군 현내면 명파리,기타,LED1,Ochlerotatus koreicus,5,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
4,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,고성군 현내면 명파리,기타,LED1,Anopheles spp.,1,8,0,1,1,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
5,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,인제군 인제읍 덕산리,기타,LED1,Culex pipiens,12,8,1,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
6,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,인제군 인제읍 덕산리,기타,LED1,Aedes vexans,2,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
7,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,인제군 인제읍 덕산리,기타,LED1,Ochlerotatus koreicus,1,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
8,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,양구군 남면 구암리,기타,LED1,Culex pipiens,17,8,2,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
9,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,양구군 남면 구암리,기타,LED1,Culex orientalis,2,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
10,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,양구군 남면 구암리,기타,LED1,Aedes vexans,28,8,3,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
11,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,양구군 남면 구암리,기타,LED1,Ochlerotatus koreicus,6,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
12,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,양구군 남면 구암리,기타,LED1,Anopheles spp.,4,8,0,4,1,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
13,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,화천군 화천읍 신읍리,기타,LED1,Armigeres subalbatus,1,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
14,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,화천군 화천읍 신읍리,기타,LED1,Culex pipiens,8,8,1,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
15,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,화천군 화천읍 신읍리,기타,LED1,Culex orientalis,1,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
16,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,화천군 화천읍 신읍리,기타,LED1,Aedes vexans,18,8,2,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
17,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,화천군 화천읍 신읍리,기타,LED1,Ochlerotatus koreicus,114,8,14,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
18,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,화천군 화천읍 신읍리,기타,LED1,Anopheles spp.,1,8,0,1,1,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
19,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 김화읍 학사리,기타,LED1,Culex pipiens,6,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
20,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 김화읍 학사리,기타,LED1,Culex orientalis,12,8,1,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
21,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 김화읍 학사리,기타,LED1,Ochlerotatus koreicus,40,8,5,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
22,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 김화읍 학사리,기타,LED1,Aedes vexans,6,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
23,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 김화읍 학사리,기타,LED1,Aedes albopictus,1,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
24,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 철원읍 대마리,기타,LED1,Aedes vexans,199,8,24,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
25,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 철원읍 대마리,기타,LED1,Culex orientalis,3,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
26,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 철원읍 대마리,기타,LED1,Culex pipiens,48,8,6,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
27,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 철원읍 대마리,기타,LED1,Ochlerotatus koreicus,2,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
28,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,철원군 철원읍 대마리,기타,LED1,Anopheles spp.,2,8,0,2,1,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
29,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,춘천시 신북읍 지내리,기타,LED1,Culex pipiens,18,8,2,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
30,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,춘천시 신북읍 지내리,기타,LED1,Aedes vexans,6,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
31,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,춘천시 신북읍 지내리,기타,LED1,Ochlerotatus koreicus,1,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
32,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,춘천시 중앙동,기타,LED1,Aedes vexans,3,8,0,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
33,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,춘천시 중앙동,기타,LED1,Culex pipiens,76,8,9,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
34,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,21,2026-05-23,강원,춘천시 중앙동,기타,LED1,Ochlerotatus koreicus,14,8,1,0,0,0,,N,,2026-05-31,최연희(chldusgmlek),2026년,05월,1주
35,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,고성군 현내면 명파리,기타,LED1,Culex pipiens,4,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
36,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,고성군 현내면 명파리,기타,LED1,Aedes vexans,7,7,1,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
37,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,고성군 현내면 명파리,기타,LED1,Ochlerotatus koreicus,2,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
38,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,인제군 인제읍 덕산리,기타,LED1,Culex pipiens,3,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
39,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,인제군 인제읍 덕산리,기타,LED1,Armigeres subalbatus,1,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
40,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,인제군 인제읍 덕산리,기타,LED1,Aedes vexans,2,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
41,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,양구군 남면 구암리,기타,LED1,Culex pipiens,4,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
42,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,양구군 남면 구암리,기타,LED1,Culex orientalis,2,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
43,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,양구군 남면 구암리,기타,LED1,Aedes vexans,14,7,2,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
44,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,양구군 남면 구암리,기타,LED1,Ochlerotatus koreicus,4,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
45,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,화천군 화천읍 신읍리,기타,LED1,Culex pipiens,13,7,1,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
46,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,화천군 화천읍 신읍리,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
47,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,화천군 화천읍 신읍리,기타,LED1,Aedes vexans,7,7,1,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
48,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,화천군 화천읍 신읍리,기타,LED1,Ochlerotatus koreicus,61,7,8,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
49,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 김화읍 학사리,기타,LED1,Culex pipiens,7,7,1,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
50,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 김화읍 학사리,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
51,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 김화읍 학사리,기타,LED1,Ochlerotatus koreicus,1,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
52,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 김화읍 학사리,기타,LED1,Aedes vexans,11,7,1,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
53,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 김화읍 학사리,기타,LED1,Anopheles spp.,2,7,0,2,1,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
54,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 철원읍 대마리,기타,LED1,Aedes vexans,34,7,4,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
55,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 철원읍 대마리,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
56,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 철원읍 대마리,기타,LED1,Culex pipiens,15,7,2,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
57,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 철원읍 대마리,기타,LED1,Ochlerotatus koreicus,1,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
58,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,철원군 철원읍 대마리,기타,LED1,Anopheles spp.,6,7,0,6,1,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
59,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,춘천시 신북읍 지내리,기타,LED1,Culex vagans,4,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
60,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,춘천시 신북읍 지내리,기타,LED1,Culex pipiens,23,7,3,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
61,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,춘천시 신북읍 지내리,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
62,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,춘천시 신북읍 지내리,기타,LED1,Aedes vexans,3,7,0,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
63,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,춘천시 신북읍 지내리,기타,LED1,Anopheles spp.,1,7,0,1,1,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
64,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,춘천시 중앙동,기타,LED1,Culex pipiens,39,7,5,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
65,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,20,2026-05-16,강원,춘천시 중앙동,기타,LED1,Ochlerotatus koreicus,12,7,1,0,0,0,,N,,2026-05-26,최연희(chldusgmlek),2026년,05월,1주
66,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,인제군 인제읍 덕산리,기타,LED1,Culex pipiens,8,7,1,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
67,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,양구군 남면 구암리,기타,LED1,Culex pipiens,4,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
68,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,양구군 남면 구암리,기타,LED1,Aedes vexans,3,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
69,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,양구군 남면 구암리,기타,LED1,Ochlerotatus koreicus,1,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
70,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,화천군 화천읍 신읍리,기타,LED1,Culex pipiens,5,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
71,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,철원군 김화읍 학사리,기타,LED1,Ochlerotatus koreicus,1,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
72,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,철원군 김화읍 학사리,기타,LED1,Culex pipiens,1,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
73,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,철원군 철원읍 대마리,기타,LED1,Aedes vexans,6,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
74,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,철원군 철원읍 대마리,기타,LED1,Culex pipiens,4,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
75,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,철원군 철원읍 대마리,기타,LED1,Anopheles spp.,1,7,0,1,1,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
76,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,춘천시 신북읍 지내리,기타,LED1,Culex vagans,4,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
77,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,춘천시 신북읍 지내리,기타,LED1,Culex pipiens,5,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
78,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,춘천시 신북읍 지내리,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
79,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,춘천시 중앙동,기타,LED1,Ochlerotatus koreicus,2,7,0,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
80,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,19,2026-05-09,강원,춘천시 중앙동,기타,LED1,Culex pipiens,13,7,1,0,0,0,,N,,2026-05-13,최연희(chldusgmlek),2026년,05월,1주
81,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,고성군 현내면 명파리,기타,LED1,Culex pipiens,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
82,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,고성군 현내면 명파리,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
83,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,인제군 인제읍 덕산리,기타,LED1,Culex pipiens,5,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
84,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,양구군 남면 구암리,기타,LED1,Culex pipiens,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
85,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,양구군 남면 구암리,기타,LED1,Aedes vexans,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
86,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,화천군 화천읍 신읍리,기타,LED1,Ochlerotatus koreicus,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
87,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,화천군 화천읍 신읍리,기타,LED1,Aedes vexans,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
88,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,화천군 화천읍 신읍리,기타,LED1,Culex pipiens,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
89,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,화천군 화천읍 신읍리,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
90,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,철원군 김화읍 학사리,기타,LED1,Ochlerotatus koreicus,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
91,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,철원군 김화읍 학사리,기타,LED1,Culex pipiens,9,7,1,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
92,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,철원군 김화읍 학사리,기타,LED1,Culex orientalis,2,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
93,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,철원군 김화읍 학사리,기타,LED1,Aedes albopictus,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
94,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,철원군 철원읍 대마리,기타,LED1,Ochlerotatus koreicus,2,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
95,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,철원군 철원읍 대마리,기타,LED1,Culex pipiens,4,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
96,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,춘천시 신북읍 지내리,기타,LED1,Culex pipiens,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
97,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,춘천시 신북읍 지내리,기타,LED1,Ochlerotatus koreicus,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
98,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,춘천시 중앙동,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
99,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,춘천시 중앙동,기타,LED1,Ochlerotatus koreicus,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
100,말라리아매개모기조사감시,강원도보건환경연구원,2026,5,18,2026-05-02,강원,춘천시 중앙동,기타,LED1,Culex pipiens,10,7,1,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
101,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,고성군 현내면 명파리,기타,LED1,Culex pipiens,1,7,0,0,0,0,,N,,2026-05-08,최연희(chldusgmlek),2026년,05월,1주
102,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,인제군 인제읍 덕산리,기타,LED1,Culex orientalis,2,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
103,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,인제군 인제읍 덕산리,기타,LED1,Culex pipiens,4,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
104,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,양구군 남면 구암리,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
105,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,화천군 화천읍 신읍리,기타,LED1,Culex pipiens,1,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
106,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,화천군 화천읍 신읍리,기타,LED1,Culex orientalis,1,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
107,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,철원군 김화읍 학사리,기타,LED1,Ochlerotatus koreicus,2,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
108,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,철원군 김화읍 학사리,기타,LED1,Culex pipiens,8,7,1,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
109,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,철원군 김화읍 학사리,기타,LED1,Culex orientalis,3,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
110,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,철원군 철원읍 대마리,기타,LED1,Culex pipiens,4,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
111,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,춘천시 신북읍 지내리,기타,LED1,Culex pipiens,5,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
112,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,춘천시 중앙동,기타,LED1,Ochlerotatus koreicus,1,7,0,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
113,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,17,2026-04-25,강원,춘천시 중앙동,기타,LED1,Culex pipiens,20,7,2,0,0,0,,N,,2026-05-04,최연희(chldusgmlek),2026년,05월,1주
114,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,16,2026-04-18,강원,고성군 현내면 명파리,기타,LED1,미채집,0,7,0,0,0,0,모기채집안됨,N,,2026-04-24,최연희(chldusgmlek),2026년,05월,1주
115,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,16,2026-04-18,강원,인제군 인제읍 덕산리,기타,LED1,Culex pipiens,1,7,0,0,0,0,,N,,2026-04-24,최연희(chldusgmlek),2026년,05월,1주
116,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,16,2026-04-18,강원,양구군 남면 구암리,기타,LED1,Culex pipiens,13,7,1,0,0,0,,N,,2026-04-24,최연희(chldusgmlek),2026년,05월,1주
117,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,16,2026-04-18,강원,화천군 화천읍 신읍리,기타,LED1,Culex pipiens,12,7,1,0,0,0,,N,,2026-04-24,최연희(chldusgmlek),2026년,05월,1주
118,말라리아매개모기조사감시,강원도보건환경연구원,2026,4,16,2026-04-18,강원,화천군 화천읍 신읍리,기타,LED1,Culex orientalis,2,7,0,0,0,0,,N,,2026-04-24,최연희(chldusgmlek),2026년,05월,1주
